Year_Birth,Education,Marital_Status,Income,Dt_Customer,Last_Purchase,Wines,Fruits,Meat,Fish,Sweet,Gold,Deal_Purchases,Web_Purchases,Catalog_Purchases,Store_Purchases,Web_Visits,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Children,Age,Customer_From,Total_Spending,Luxury_Spending,Necessity_Spending,Need_Attention,Luxury_Consumer,CLV
1952,0,1,0.74,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,0,71,3498,1375,550,825,1,0,0.39308176100628933
1962,0,0,0.49,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,1,61,3645,393,169,224,0,0,0.10781893004115227
1950,1,1,0.55,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,1,73,3747,1477,1034,443,1,1,0.39418201227648786
1971,0,0,0.64,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,1,52,3343,1179,780,399,1,1,0.3526772360155549
1960,0,0,0.55,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,1,63,3740,1005,730,275,1,1,0.26871657754010697
1948,1,0,0.66,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,0,75,3155,1348,612,736,1,0,0.4272583201267829
1959,1,1,0.55,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,1,64,3654,1307,1088,219,1,1,0.3576902025177887
1964,0,1,0.39,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,1,59,3526,486,449,37,0,1,0.13783323879750425
1947,1,0,0.68,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,0,76,3584,2252,1347,905,1,1,0.6283482142857143
1971,1,0,0.4,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,2,52,3423,235,174,61,1,1,0.06865322816243062
1970,0,0,0.93,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,0,53,3632,1724,1216,508,1,1,0.4746696035242291
1970,1,1,0.48,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,1,53,3306,235,144,91,0,1,0.07108287961282517
1977,1,0,0.69,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,1,46,3145,1092,771,321,1,1,0.34721780604133545
1958,0,0,0.58,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,1,65,3394,599,461,138,0,1,0.17648791985857396
1960,1,1,0.87,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,0,63,3240,2008,1038,970,0,1,0.6197530864197531
1985,0,0,0.24,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,1,38,3779,48,22,26,1,0,0.012701772955808415
1974,0,0,0.59,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,1,49,3794,1174,768,406,1,1,0.3094359515023722
1950,1,0,0.44,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,1,73,3185,67,39,28,1,1,0.021036106750392466
1955,0,1,0.43,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,1,68,3803,365,236,129,0,1,0.09597686037338943
1953,0,0,0.53,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,1,70,3284,165,126,39,1,1,0.050243605359317906
1958,1,0,0.22,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,0,65,3753,210,70,140,1,0,0.055955235811350916
1947,1,0,0.64,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,1,76,3410,1095,481,614,1,0,0.32111436950146627
1966,1,1,0.4,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,3,57,3359,223,176,47,1,1,0.06638880619231914
1963,0,0,0.49,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,1,60,3677,597,514,83,1,1,0.1623606200707098
1985,0,0,0.16,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,1,38,3335,22,9,13,1,0,0.006596701649175412
1975,0,1,0.51,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,1,48,3294,1064,596,468,1,1,0.32301153612629024
1980,0,0,0.22,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,0,43,3768,74,13,61,0,0,0.019639065817409766
1956,1,0,0.12,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,0,67,3652,26,6,20,1,0,0.007119386637458927
1959,0,0,0.15,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,0,64,3656,60,25,35,1,0,0.016411378555798686
1974,1,0,0.39,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,1,49,3517,20,17,3,0,1,0.005686664771111743
1987,0,1,0.17,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,1,36,3385,59,16,43,1,0,0.01742983751846381
1968,1,0,0.25,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,1,55,3524,34,28,6,1,1,0.009648127128263337
1971,1,0,0.47,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,2,52,3342,198,129,69,1,1,0.059245960502693
1964,1,0,0.51,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,1,59,3443,1048,428,620,1,0,0.30438571013650884
1962,1,1,0.51,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,2,61,3341,574,410,164,1,1,0.1718048488476504
1970,0,1,0.58,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,1,53,3763,1029,512,517,1,0,0.2734520329524316
1980,0,0,0.68,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,1,43,3303,670,334,336,1,0,0.20284589766878594
1975,1,1,0.45,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,1,48,3683,990,827,163,1,1,0.2688026065707304
1974,0,0,0.22,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,2,49,3146,11,2,9,0,0,0.0034965034965034965
1963,1,0,0.71,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,1,60,3715,1241,1040,201,0,1,0.3340511440107672
1979,0,1,0.61,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,0,44,3286,576,278,298,1,0,0.17528910529519173
1985,1,0,0.31,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,1,38,3486,172,74,98,0,0,0.04934021801491681
1980,1,1,0.57,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,0,43,3296,664,371,293,0,1,0.20145631067961164
1963,0,1,0.59,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,1,60,3362,928,749,179,1,1,0.2760261748958953
1967,0,1,0.6,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,0,56,3776,2074,1247,827,1,1,0.5492584745762712
1982,1,0,0.35,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,0,41,3447,467,79,388,1,0,0.13548012764722947
1955,0,0,0.33,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,1,68,3356,257,157,100,1,1,0.0765792610250298
1967,0,0,0.57,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,0,56,3300,1146,619,527,1,1,0.3472727272727273
1976,1,1,0.58,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,1,47,3587,689,450,239,1,1,0.19208252021187622
1972,1,1,0.76,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,0,51,3763,2114,939,1175,1,0,0.5617858091947914
1989,1,0,0.68,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,0,34,3152,1346,786,560,1,1,0.4270304568527919
1969,1,0,0.6,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,0,54,3380,1044,327,717,0,0,0.3088757396449704
1960,1,1,0.44,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,1,63,3741,493,463,30,1,1,0.13178294573643412
1970,0,1,0.53,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,0,53,3416,957,565,392,1,1,0.280152224824356
1958,1,0,0.36,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,1,65,3460,270,147,123,1,1,0.07803468208092486
1952,0,0,0.1,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,0,71,3347,29,12,17,0,0,0.008664475649835674
1949,1,1,0.41,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,2,74,3504,121,98,23,0,1,0.034531963470319636
1961,1,0,0.54,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,2,62,3446,126,98,28,1,1,0.03656413232733604
1995,0,1,0.3,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,0,28,3203,23,8,15,1,0,0.007180768029971901
1949,1,1,0.22,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,2,74,3555,57,22,35,1,0,0.016033755274261603
1961,0,1,0.39,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,0,62,3346,636,302,334,1,0,0.19007770472205618
1960,0,0,0.69,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,0,63,3189,1004,468,536,0,0,0.31483223581059894
1973,0,1,0.69,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,1,50,3393,734,355,379,1,0,0.2163277335691129
1978,0,0,0.62,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,2,45,3217,614,235,379,0,0,0.19086105066832454
1978,0,1,0.62,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,1,45,3246,1453,1151,302,1,1,0.4476278496611214
1988,1,1,0.79,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,0,35,3169,1621,1200,421,0,1,0.5115178289681287
1968,1,1,0.35,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,1,55,3293,187,117,70,0,1,0.05678712420285454
1986,0,0,0.63,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,1,37,3643,1443,749,694,1,1,0.3961021136426022
1970,1,1,0.3,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,1,53,3110,57,41,16,1,1,0.018327974276527333
1951,0,1,0.37,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,1,72,3553,637,567,70,1,1,0.17928511117365606
1948,1,0,0.58,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,1,75,3328,948,903,45,1,1,0.2848557692307692
1971,1,0,0.3,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,1,52,3643,59,41,18,0,1,0.016195443315948393
1986,0,0,0.21,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,1,37,3460,18,7,11,0,0,0.005202312138728324
1965,1,1,0.48,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,1,58,3724,903,730,173,1,1,0.2424812030075188
1975,0,1,0.28,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,1,48,3602,112,48,64,0,0,0.031093836757357024
1953,0,0,0.51,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,0,70,3519,596,348,248,1,1,0.1693662972435351
1982,0,0,0.43,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,1,41,3434,233,103,130,1,0,0.06785090273733256
1975,1,0,0.67,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,0,48,3677,1511,896,615,1,1,0.4109328256731031
1960,1,1,0.76,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,0,63,3752,1152,425,727,0,0,0.3070362473347548
1978,0,0,0.22,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,1,45,3611,48,14,34,1,0,0.013292716698975353
1970,0,1,0.51,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,1,53,3563,1185,614,571,1,1,0.33258490036486105
1958,0,1,0.39,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,2,65,3200,21,11,10,0,1,0.0065625
1965,1,0,0.65,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,1,58,3665,965,679,286,0,1,0.26330150068212826
1954,0,0,0.51,2013-05-02,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,0,69,3531,869,679,190,1,1,0.24610591900311526
1984,1,0,0.15,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,1,39,3145,16,7,9,1,0,0.005087440381558029
1965,0,0,0.63,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,0,58,3609,1947,846,1101,1,0,0.5394846217788861
1976,0,0,0.05,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,1,47,3805,71,39,32,0,1,0.018659658344283837
1966,0,0,0.38,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,1,57,3129,65,58,7,1,1,0.020773410035155003
1955,0,0,0.7,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,0,68,3326,1380,493,887,1,0,0.4149128081779916
1976,1,1,0.65,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,0,47,3263,1027,445,582,1,0,0.3147410358565737
1965,1,0,0.49,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,3,58,3369,411,318,93,1,1,0.1219946571682992
1991,0,0,0.79,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,0,32,3548,836,595,241,0,1,0.23562570462232243
1949,1,1,0.31,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,2,74,3383,11,8,3,0,1,0.00325155187703222
1953,1,0,0.46,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,2,70,3799,480,392,88,1,1,0.1263490392208476
1978,0,0,0.58,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,2,45,3490,606,437,169,1,1,0.17363896848137536
1948,1,1,0.39,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,3,75,3364,284,174,110,1,1,0.08442330558858502
1973,0,1,0.79,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,2,50,3371,1472,1168,304,0,1,0.43666567784040344
1949,0,0,0.63,2014-04-29,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,0,74,3169,1677,967,710,1,1,0.5291890186178605
1973,0,0,0.59,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,1,50,3565,1335,602,733,1,0,0.3744740532959327
1952,1,0,0.61,2014-06-03,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,1,71,3134,334,159,175,0,0,0.10657306955966815
1989,0,0,0.14,2013-03-18,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,1,34,3576,18,6,12,1,0,0.0050335570469798654
1969,0,0,0.55,2012-08-09,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,1,54,3797,1338,606,732,0,0,0.35238346062681064
1953,1,1,0.56,2013-03-23,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,1,70,3571,1099,969,130,0,1,0.3077569308316998
1956,1,0,0.3,2013-03-06,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,2,67,3588,97,63,34,0,1,0.027034559643255296
1950,1,1,0.42,2014-01-01,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,3,73,3287,63,38,25,1,1,0.0191664131426833
1978,1,0,0.33,2013-08-01,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,1,45,3440,109,53,56,1,0,0.03168604651162791
1964,0,0,0.72,2014-01-25,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,0,59,3263,902,347,555,1,0,0.27643273061599755
1952,0,0,0.73,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,0,71,3521,1574,1092,482,1,1,0.4470320931553536
1975,1,0,0.14,2013-12-09,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,1,48,3310,38,9,29,1,0,0.011480362537764351
1995,0,1,0.62,2014-03-09,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,0,28,3220,960,327,633,1,0,0.2981366459627329
1970,0,1,0.29,2013-09-15,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,1,53,3395,28,15,13,1,1,0.008247422680412371
1954,1,0,0.55,2014-01-29,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,0,69,3259,1215,834,381,0,1,0.37281374654802085
1972,1,0,0.73,2013-12-31,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,0,51,3288,1497,602,895,1,0,0.4552919708029197
1958,1,0,0.44,2013-10-03,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,1,65,3377,449,354,95,1,1,0.13295824696476163
1975,0,1,0.51,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,1,48,3294,1064,596,468,1,1,0.32301153612629024
1969,0,0,0.71,2013-02-28,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,0,54,3594,1757,822,935,0,0,0.48887033945464664
1979,0,0,0.66,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,0,44,3166,1440,789,651,1,1,0.45483259633607076
1978,1,0,0.55,2013-02-09,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,0,45,3613,1006,448,558,0,0,0.2784389703847218
1972,1,0,0.54,2012-08-11,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,1,51,3795,1226,811,415,1,1,0.3230566534914361
1964,0,0,0.51,2013-09-19,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,1,59,3391,1171,1047,124,0,1,0.34532586257741077
1979,1,0,0.35,2013-03-15,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,1,44,3579,92,63,29,0,1,0.025705504330818665
1959,1,0,0.33,2014-04-06,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,1,64,3192,99,92,7,1,1,0.03101503759398496
1981,1,0,0.3,2013-10-03,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,1,42,3377,66,22,44,0,0,0.019543973941368076
1967,0,1,0.69,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,2,56,3174,564,261,303,1,0,0.1776937618147448
1988,1,0,0.68,2013-10-28,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,0,35,3352,1427,687,740,0,0,0.42571599045346065
1978,1,1,0.27,2013-05-10,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,1,45,3523,86,73,13,0,1,0.024411013340902638
1952,0,1,0.66,2014-05-22,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,0,71,3146,833,430,403,1,1,0.26478067387158294
1955,0,0,0.42,2013-04-27,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,1,68,3536,242,197,45,1,1,0.06843891402714933
1977,0,0,0.65,2012-09-11,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,0,46,3764,1869,673,1196,0,0,0.4965462274176408
1987,0,0,0.59,2012-09-05,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,0,36,3770,1364,716,648,0,1,0.36180371352785146
1965,1,0,0.4,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,1,58,3409,183,104,79,1,1,0.05368143150484013
1956,1,0,0.54,2013-05-26,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,1,67,3507,450,359,91,1,1,0.1283147989734816
1979,0,0,0.63,2013-07-03,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,1,44,3469,758,270,488,0,0,0.21850677428653792
1951,1,0,0.69,2013-12-12,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,0,72,3307,1507,999,508,1,1,0.4557000302388872
1965,0,1,0.37,2013-04-24,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,2,58,3539,654,504,150,0,1,0.18479796552698502
1972,0,0,0.28,2013-04-13,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,2,51,3550,81,51,30,0,1,0.022816901408450704
1957,1,0,0.05,2012-12-08,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,1,66,3676,137,119,18,1,1,0.037268770402611534
1953,0,0,0.35,2013-03-06,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,2,70,3588,16,13,3,1,1,0.004459308807134894
1965,1,1,0.35,2013-08-30,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,1,58,3411,93,76,17,1,1,0.027264731750219876
1958,1,0,0.65,2014-01-26,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,0,65,3262,1158,680,478,1,1,0.35499693439607605
1955,1,1,0.44,2013-12-18,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,2,68,3301,43,30,13,1,1,0.01302635564980309
1971,0,1,0.63,2013-09-12,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,1,52,3398,1525,656,869,0,0,0.44879340788699235
1974,1,1,0.62,2014-04-05,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,0,49,3193,1230,412,818,1,0,0.3852176636392108
1976,0,0,0.31,2014-04-14,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,2,47,3184,29,11,18,1,0,0.009108040201005025
1970,0,1,0.17,2014-05-11,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,1,53,3157,25,11,14,1,0,0.007918910357934749
1972,0,0,0.26,2014-03-19,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,1,51,3210,24,6,18,0,0,0.007476635514018692
1972,0,0,0.27,2013-06-18,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,1,51,3484,38,9,29,1,0,0.010907003444316877
1986,0,0,0.17,2012-10-29,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,1,37,3716,57,21,36,0,0,0.015339074273412271
1960,1,0,0.14,2014-02-15,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,2,63,3242,47,24,23,1,1,0.014497223935842072
1968,1,1,0.36,2013-01-02,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1,1,55,3651,813,522,291,0,1,0.22267871815940837
1978,1,0,0.38,2014-05-29,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,1,45,3139,629,466,163,0,1,0.2003822873526601
1976,0,1,0.35,2012-09-08,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,1,47,3767,377,263,114,1,1,0.10007963897000266
1945,1,0,0.55,2013-01-15,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,0,78,3638,1612,582,1030,1,0,0.44310060472787244
1957,1,0,0.72,2012-11-07,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,1,0,66,3707,729,207,522,1,0,0.19665497707040733
1950,0,1,0.13,2013-07-19,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,0,73,3453,50,17,33,1,0,0.014480162177816391
1978,0,0,0.44,2013-10-29,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,2,45,3351,270,195,75,1,1,0.08057296329453895
1961,0,1,0.4,2013-04-05,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,1,62,3558,177,83,94,1,0,0.049747048903878585
1962,1,1,0.39,2013-01-20,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,0,61,3633,315,231,84,1,1,0.08670520231213873
1954,1,0,0.61,2014-06-28,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,1,69,3109,767,514,253,1,1,0.24670311997426825
1965,1,1,0.52,2012-10-23,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,1,58,3722,1071,761,310,0,1,0.28774852229983877
1973,0,0,0.64,2013-03-02,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,0,50,3592,1580,642,938,1,0,0.4398663697104677
1968,0,0,0.16,2013-12-14,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,1,55,3305,60,29,31,1,0,0.018154311649016642
1970,1,0,0.54,2013-12-13,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,1,53,3306,573,346,227,1,1,0.1733212341197822
1956,0,1,0.4,2013-03-26,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,2,67,3568,41,27,14,1,1,0.01149103139013453
1951,0,0,0.3,2013-01-19,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,2,72,3634,170,75,95,1,0,0.04678040726472207
1944,1,1,0.72,2013-11-05,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,0,79,3344,1167,628,539,0,1,0.34898325358851673
1958,0,0,0.41,2013-04-06,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,1,0,65,3557,1526,1068,458,1,1,0.42901321338206355
